1500;1,410000;1,030000
2000;2,700000;0,890000
2500;4,800000;0,980000
3000;8,030000;0,970000
3500;12,100000;1,180000
4000;16,980000;1,440000
4500;22,500000;1,020000
5000;28,750000;1,010000
5500;35,799999;1,340000
6000;43,570000;1,030000
6500;51,709999;1,380000
7000;60,230000;1,120000
7500;69,139999;1,330000
8000;77,930000;1,440000
8500;86,820000;1,450000
9000;96,540001;1,010000
9500;107,050003;1,360000
10000;118,139999;1,230000
